phase,topology,ep_size,replica_count,total_gpus,variant,status,result_fidelity,ttft_ms,prefill_ms,first_decode_step_ms,steady_decode_step_p50_ms,steady_decode_step_p90_ms,steady_decode_step_p99_ms,itl_p50_ms,itl_p90_ms,itl_p99_ms,tpot_ms,decode_generation_ms,end_to_end_ms,latency_unavailable_reasons,mtp1_iteration_ms,mtp1_status,mtp1_reason,aggregate_input_tok_s,aggregate_output_tok_s,aggregate_total_tok_s,input_tok_s_per_gpu,output_tok_s_per_gpu,total_tok_s_per_gpu,weights_including_scales_gib,scales_only_gib,activations_including_workspace_gib,workspace_only_gib,memory_unavailable_reasons,kv_peak_allocated_gib,nccl_gib,other_runtime_gib,peak_hbm_gib,kv_requested_dtype,kv_resolved_dtype,kv_logical_bytes_per_gpu,kv_modeled_resident_allocated_bytes_per_gpu,kv_modeled_peak_allocated_bytes_per_gpu,kv_actual_runtime_allocated_bytes_per_gpu,kv_actual_runtime_measurement_status,kv_actual_runtime_measurement_reason,full_mfa_ms,swa_ms,dense_ms,latent_moe_ms,dispatch_ms,combine_ms,other_component_ms,component_accounted_total_ms,moe_performance_workload_distribution,expert_token_histogram,max_mean_load,padding_ratio,live_routing_status,live_routing_reason,backend_fallback,backend_fallback_reason,retry_count,error_record_count,missing_record_count,exception_log,vllm_actual_status,vllm_actual_reason,vllm_actual_latency_ms,absolute_error_ms,relative_error,prompt_tokens,context_tokens,output_tokens,selected_batch_per_replica,max_num_batched_tokens,tpot_budget_ms,b_max,aggregate_b_max,first_failed_batch,active_sequences_per_replica,batched_tokens_per_replica,engine_step_trace_location,oom,proxy_record_count,proxy_latency_ms
decode,ep16_r1,16,1,16,mtp_off,PASS_WITH_PROXY,PROXY,,,,74.8896475636555,,,,,,74.8896475636555,,,"{""decode_generation"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""end_to_end"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""first_decode_step"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""itl_p50"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""prefill"": ""Decode candidates intentionally exclude prefill."", ""steady_decode_step_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""steady_decode_step_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""ttft"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it.""}",,DEFERRED_BY_OWNER,"The pinned Step4Pro source has no native MTP1 implementation; the task owner deferred MTP1 construction, measurement, and simulation.",0.0,13.352980452338347,13.352980452338347,0.0,0.8345612782711467,0.8345612782711467,211.06689453125,,0.068359375,,"{""scales_only"": ""The current AIC weight accounting includes FP8 scales in the weight total and does not expose them separately."", ""workspace_only"": ""The current AIC activation accounting includes the MoE workspace and does not expose it separately.""}",0.7861328125,0.0,3.5,215.42138671875,auto,bfloat16,294649856.0,813694976.0,844103680.0,,PENDING_EXTERNAL_VLLM,The AIC-only simulation models the pinned vLLM page allocator but cannot read live CUDA allocation counters.,4.1650736045731565,6.56688518904197,0.3696680552648235,63.26960888058704,8.726496428571416,9.179035714285721,0.5184118341883833,74.88964756365537,power_law_1.2,,,,PENDING_EXTERNAL_VLLM,"Dummy-weight AIC simulation has no request-level router outputs. Histogram, load ratio, and padding require the external pinned vLLM runtime trace.",False,No automatic backend fallback exists. The DeepEP proxy is an explicitly selected simulation approximation.,0,0,0,[],PENDING_EXTERNAL_VLLM,Whole-model pinned-vLLM results are owned by the external session and were not supplied to this AIC-only run.,,,,,8192,256,1,,20.0,0,0,1,1,1,decode_results[].candidates[],False,152,17.90553214285713
decode,ep16_r1,16,1,16,mtp_off,PASS_WITH_PROXY,PROXY,,,,74.8896475636555,,,,,,74.8896475636555,,,"{""decode_generation"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""end_to_end"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""first_decode_step"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""itl_p50"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""prefill"": ""Decode candidates intentionally exclude prefill."", ""steady_decode_step_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""steady_decode_step_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""ttft"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it.""}",,DEFERRED_BY_OWNER,"The pinned Step4Pro source has no native MTP1 implementation; the task owner deferred MTP1 construction, measurement, and simulation.",0.0,13.352980452338347,13.352980452338347,0.0,0.8345612782711467,0.8345612782711467,211.06689453125,,0.068359375,,"{""scales_only"": ""The current AIC weight accounting includes FP8 scales in the weight total and does not expose them separately."", ""workspace_only"": ""The current AIC activation accounting includes the MoE workspace and does not expose it separately.""}",0.7861328125,0.0,3.5,215.42138671875,auto,bfloat16,294649856.0,813694976.0,844103680.0,,PENDING_EXTERNAL_VLLM,The AIC-only simulation models the pinned vLLM page allocator but cannot read live CUDA allocation counters.,4.1650736045731565,6.56688518904197,0.3696680552648235,63.26960888058704,8.726496428571416,9.179035714285721,0.5184118341883833,74.88964756365537,power_law_1.2,,,,PENDING_EXTERNAL_VLLM,"Dummy-weight AIC simulation has no request-level router outputs. Histogram, load ratio, and padding require the external pinned vLLM runtime trace.",False,No automatic backend fallback exists. The DeepEP proxy is an explicitly selected simulation approximation.,0,0,0,[],PENDING_EXTERNAL_VLLM,Whole-model pinned-vLLM results are owned by the external session and were not supplied to this AIC-only run.,,,,,8192,256,1,,12.5,0,0,1,1,1,decode_results[].candidates[],False,152,17.90553214285713
decode,ep16_r1,16,1,16,mtp_off,PASS_WITH_PROXY,PROXY,,,,74.8896475636555,,,,,,74.8896475636555,,,"{""decode_generation"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""end_to_end"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""first_decode_step"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""itl_p50"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""prefill"": ""Decode candidates intentionally exclude prefill."", ""steady_decode_step_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""steady_decode_step_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""ttft"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it.""}",,DEFERRED_BY_OWNER,"The pinned Step4Pro source has no native MTP1 implementation; the task owner deferred MTP1 construction, measurement, and simulation.",0.0,13.352980452338347,13.352980452338347,0.0,0.8345612782711467,0.8345612782711467,211.06689453125,,0.068359375,,"{""scales_only"": ""The current AIC weight accounting includes FP8 scales in the weight total and does not expose them separately."", ""workspace_only"": ""The current AIC activation accounting includes the MoE workspace and does not expose it separately.""}",0.7861328125,0.0,3.5,215.42138671875,auto,bfloat16,294649856.0,813694976.0,844103680.0,,PENDING_EXTERNAL_VLLM,The AIC-only simulation models the pinned vLLM page allocator but cannot read live CUDA allocation counters.,4.1650736045731565,6.56688518904197,0.3696680552648235,63.26960888058704,8.726496428571416,9.179035714285721,0.5184118341883833,74.88964756365537,power_law_1.2,,,,PENDING_EXTERNAL_VLLM,"Dummy-weight AIC simulation has no request-level router outputs. Histogram, load ratio, and padding require the external pinned vLLM runtime trace.",False,No automatic backend fallback exists. The DeepEP proxy is an explicitly selected simulation approximation.,0,0,0,[],PENDING_EXTERNAL_VLLM,Whole-model pinned-vLLM results are owned by the external session and were not supplied to this AIC-only run.,,,,,8192,256,1,,10.0,0,0,1,1,1,decode_results[].candidates[],False,152,17.90553214285713
decode,ep16_r1,16,1,16,mtp_off,PASS_WITH_PROXY,PROXY,,,,79.2530610579784,,,,,,79.2530610579784,,,"{""decode_generation"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""end_to_end"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""first_decode_step"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""itl_p50"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""prefill"": ""Decode candidates intentionally exclude prefill."", ""steady_decode_step_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""steady_decode_step_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""ttft"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it.""}",,DEFERRED_BY_OWNER,"The pinned Step4Pro source has no native MTP1 implementation; the task owner deferred MTP1 construction, measurement, and simulation.",0.0,12.617809162833971,12.617809162833971,0.0,0.7886130726771232,0.7886130726771232,211.06689453125,,0.068359375,,"{""scales_only"": ""The current AIC weight accounting includes FP8 scales in the weight total and does not expose them separately."", ""workspace_only"": ""The current AIC activation accounting includes the MoE workspace and does not expose it separately.""}",2.6611328125,0.0,3.5,217.29638671875,auto,bfloat16,797966336.0,2826960896.0,2857369600.0,,PENDING_EXTERNAL_VLLM,The AIC-only simulation models the pinned vLLM page allocator but cannot read live CUDA allocation counters.,8.525269283852829,6.570103004085142,0.3696680552648235,63.26960888058704,8.726496428571416,9.179035714285721,0.5184118341883833,79.25306105797821,power_law_1.2,,,,PENDING_EXTERNAL_VLLM,"Dummy-weight AIC simulation has no request-level router outputs. Histogram, load ratio, and padding require the external pinned vLLM runtime trace.",False,No automatic backend fallback exists. The DeepEP proxy is an explicitly selected simulation approximation.,0,0,0,[],PENDING_EXTERNAL_VLLM,Whole-model pinned-vLLM results are owned by the external session and were not supplied to this AIC-only run.,,,,,32768,256,1,,33.33,0,0,1,1,1,decode_results[].candidates[],False,152,17.90553214285713
decode,ep16_r1,16,1,16,mtp_off,PASS_WITH_PROXY,PROXY,,,,79.2530610579784,,,,,,79.2530610579784,,,"{""decode_generation"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""end_to_end"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""first_decode_step"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""itl_p50"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""prefill"": ""Decode candidates intentionally exclude prefill."", ""steady_decode_step_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""steady_decode_step_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""ttft"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it.""}",,DEFERRED_BY_OWNER,"The pinned Step4Pro source has no native MTP1 implementation; the task owner deferred MTP1 construction, measurement, and simulation.",0.0,12.617809162833971,12.617809162833971,0.0,0.7886130726771232,0.7886130726771232,211.06689453125,,0.068359375,,"{""scales_only"": ""The current AIC weight accounting includes FP8 scales in the weight total and does not expose them separately."", ""workspace_only"": ""The current AIC activation accounting includes the MoE workspace and does not expose it separately.""}",2.6611328125,0.0,3.5,217.29638671875,auto,bfloat16,797966336.0,2826960896.0,2857369600.0,,PENDING_EXTERNAL_VLLM,The AIC-only simulation models the pinned vLLM page allocator but cannot read live CUDA allocation counters.,8.525269283852829,6.570103004085142,0.3696680552648235,63.26960888058704,8.726496428571416,9.179035714285721,0.5184118341883833,79.25306105797821,power_law_1.2,,,,PENDING_EXTERNAL_VLLM,"Dummy-weight AIC simulation has no request-level router outputs. Histogram, load ratio, and padding require the external pinned vLLM runtime trace.",False,No automatic backend fallback exists. The DeepEP proxy is an explicitly selected simulation approximation.,0,0,0,[],PENDING_EXTERNAL_VLLM,Whole-model pinned-vLLM results are owned by the external session and were not supplied to this AIC-only run.,,,,,32768,256,1,,20.0,0,0,1,1,1,decode_results[].candidates[],False,152,17.90553214285713
decode,ep16_r1,16,1,16,mtp_off,PASS_WITH_PROXY,PROXY,,,,79.2530610579784,,,,,,79.2530610579784,,,"{""decode_generation"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""end_to_end"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""first_decode_step"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""itl_p50"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""prefill"": ""Decode candidates intentionally exclude prefill."", ""steady_decode_step_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""steady_decode_step_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""ttft"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it.""}",,DEFERRED_BY_OWNER,"The pinned Step4Pro source has no native MTP1 implementation; the task owner deferred MTP1 construction, measurement, and simulation.",0.0,12.617809162833971,12.617809162833971,0.0,0.7886130726771232,0.7886130726771232,211.06689453125,,0.068359375,,"{""scales_only"": ""The current AIC weight accounting includes FP8 scales in the weight total and does not expose them separately."", ""workspace_only"": ""The current AIC activation accounting includes the MoE workspace and does not expose it separately.""}",2.6611328125,0.0,3.5,217.29638671875,auto,bfloat16,797966336.0,2826960896.0,2857369600.0,,PENDING_EXTERNAL_VLLM,The AIC-only simulation models the pinned vLLM page allocator but cannot read live CUDA allocation counters.,8.525269283852829,6.570103004085142,0.3696680552648235,63.26960888058704,8.726496428571416,9.179035714285721,0.5184118341883833,79.25306105797821,power_law_1.2,,,,PENDING_EXTERNAL_VLLM,"Dummy-weight AIC simulation has no request-level router outputs. Histogram, load ratio, and padding require the external pinned vLLM runtime trace.",False,No automatic backend fallback exists. The DeepEP proxy is an explicitly selected simulation approximation.,0,0,0,[],PENDING_EXTERNAL_VLLM,Whole-model pinned-vLLM results are owned by the external session and were not supplied to this AIC-only run.,,,,,32768,256,1,,12.5,0,0,1,1,1,decode_results[].candidates[],False,152,17.90553214285713
decode,ep16_r1,16,1,16,mtp_off,PASS_WITH_PROXY,PROXY,,,,79.2530610579784,,,,,,79.2530610579784,,,"{""decode_generation"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""end_to_end"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""first_decode_step"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""itl_p50"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""prefill"": ""Decode candidates intentionally exclude prefill."", ""steady_decode_step_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""steady_decode_step_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""ttft"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it.""}",,DEFERRED_BY_OWNER,"The pinned Step4Pro source has no native MTP1 implementation; the task owner deferred MTP1 construction, measurement, and simulation.",0.0,12.617809162833971,12.617809162833971,0.0,0.7886130726771232,0.7886130726771232,211.06689453125,,0.068359375,,"{""scales_only"": ""The current AIC weight accounting includes FP8 scales in the weight total and does not expose them separately."", ""workspace_only"": ""The current AIC activation accounting includes the MoE workspace and does not expose it separately.""}",2.6611328125,0.0,3.5,217.29638671875,auto,bfloat16,797966336.0,2826960896.0,2857369600.0,,PENDING_EXTERNAL_VLLM,The AIC-only simulation models the pinned vLLM page allocator but cannot read live CUDA allocation counters.,8.525269283852829,6.570103004085142,0.3696680552648235,63.26960888058704,8.726496428571416,9.179035714285721,0.5184118341883833,79.25306105797821,power_law_1.2,,,,PENDING_EXTERNAL_VLLM,"Dummy-weight AIC simulation has no request-level router outputs. Histogram, load ratio, and padding require the external pinned vLLM runtime trace.",False,No automatic backend fallback exists. The DeepEP proxy is an explicitly selected simulation approximation.,0,0,0,[],PENDING_EXTERNAL_VLLM,Whole-model pinned-vLLM results are owned by the external session and were not supplied to this AIC-only run.,,,,,32768,256,1,,10.0,0,0,1,1,1,decode_results[].candidates[],False,152,17.90553214285713
decode,ep16_r1,16,1,16,mtp_off,PASS_WITH_PROXY,PROXY,,,,100.45410222250437,,,,,,100.45410222250437,,,"{""decode_generation"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""end_to_end"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""first_decode_step"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""itl_p50"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""prefill"": ""Decode candidates intentionally exclude prefill."", ""steady_decode_step_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""steady_decode_step_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""ttft"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it.""}",,DEFERRED_BY_OWNER,"The pinned Step4Pro source has no native MTP1 implementation; the task owner deferred MTP1 construction, measurement, and simulation.",0.0,9.954795054412159,9.954795054412159,0.0,0.6221746909007599,0.6221746909007599,211.06689453125,,0.068359375,,"{""scales_only"": ""The current AIC weight accounting includes FP8 scales in the weight total and does not expose them separately."", ""workspace_only"": ""The current AIC activation accounting includes the MoE workspace and does not expose it separately.""}",10.1611328125,0.0,3.5,224.79638671875,auto,bfloat16,2811232256.0,10880024576.0,10910433280.0,,PENDING_EXTERNAL_VLLM,The AIC-only simulation models the pinned vLLM page allocator but cannot read live CUDA allocation counters.,29.618505810016703,6.677907642447068,0.3696680552648235,63.26960888058704,8.726496428571416,9.179035714285721,0.5184118341883833,100.454102222504,power_law_1.2,,,,PENDING_EXTERNAL_VLLM,"Dummy-weight AIC simulation has no request-level router outputs. Histogram, load ratio, and padding require the external pinned vLLM runtime trace.",False,No automatic backend fallback exists. The DeepEP proxy is an explicitly selected simulation approximation.,0,0,0,[],PENDING_EXTERNAL_VLLM,Whole-model pinned-vLLM results are owned by the external session and were not supplied to this AIC-only run.,,,,,131072,256,1,,33.33,0,0,1,1,1,decode_results[].candidates[],False,152,17.90553214285713
decode,ep16_r1,16,1,16,mtp_off,PASS_WITH_PROXY,PROXY,,,,100.45410222250437,,,,,,100.45410222250437,,,"{""decode_generation"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""end_to_end"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""first_decode_step"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""itl_p50"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""prefill"": ""Decode candidates intentionally exclude prefill."", ""steady_decode_step_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""steady_decode_step_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""ttft"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it.""}",,DEFERRED_BY_OWNER,"The pinned Step4Pro source has no native MTP1 implementation; the task owner deferred MTP1 construction, measurement, and simulation.",0.0,9.954795054412159,9.954795054412159,0.0,0.6221746909007599,0.6221746909007599,211.06689453125,,0.068359375,,"{""scales_only"": ""The current AIC weight accounting includes FP8 scales in the weight total and does not expose them separately."", ""workspace_only"": ""The current AIC activation accounting includes the MoE workspace and does not expose it separately.""}",10.1611328125,0.0,3.5,224.79638671875,auto,bfloat16,2811232256.0,10880024576.0,10910433280.0,,PENDING_EXTERNAL_VLLM,The AIC-only simulation models the pinned vLLM page allocator but cannot read live CUDA allocation counters.,29.618505810016703,6.677907642447068,0.3696680552648235,63.26960888058704,8.726496428571416,9.179035714285721,0.5184118341883833,100.454102222504,power_law_1.2,,,,PENDING_EXTERNAL_VLLM,"Dummy-weight AIC simulation has no request-level router outputs. Histogram, load ratio, and padding require the external pinned vLLM runtime trace.",False,No automatic backend fallback exists. The DeepEP proxy is an explicitly selected simulation approximation.,0,0,0,[],PENDING_EXTERNAL_VLLM,Whole-model pinned-vLLM results are owned by the external session and were not supplied to this AIC-only run.,,,,,131072,256,1,,20.0,0,0,1,1,1,decode_results[].candidates[],False,152,17.90553214285713
decode,ep16_r1,16,1,16,mtp_off,PASS_WITH_PROXY,PROXY,,,,100.45410222250437,,,,,,100.45410222250437,,,"{""decode_generation"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""end_to_end"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""first_decode_step"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""itl_p50"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""prefill"": ""Decode candidates intentionally exclude prefill."", ""steady_decode_step_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""steady_decode_step_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""ttft"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it.""}",,DEFERRED_BY_OWNER,"The pinned Step4Pro source has no native MTP1 implementation; the task owner deferred MTP1 construction, measurement, and simulation.",0.0,9.954795054412159,9.954795054412159,0.0,0.6221746909007599,0.6221746909007599,211.06689453125,,0.068359375,,"{""scales_only"": ""The current AIC weight accounting includes FP8 scales in the weight total and does not expose them separately."", ""workspace_only"": ""The current AIC activation accounting includes the MoE workspace and does not expose it separately.""}",10.1611328125,0.0,3.5,224.79638671875,auto,bfloat16,2811232256.0,10880024576.0,10910433280.0,,PENDING_EXTERNAL_VLLM,The AIC-only simulation models the pinned vLLM page allocator but cannot read live CUDA allocation counters.,29.618505810016703,6.677907642447068,0.3696680552648235,63.26960888058704,8.726496428571416,9.179035714285721,0.5184118341883833,100.454102222504,power_law_1.2,,,,PENDING_EXTERNAL_VLLM,"Dummy-weight AIC simulation has no request-level router outputs. Histogram, load ratio, and padding require the external pinned vLLM runtime trace.",False,No automatic backend fallback exists. The DeepEP proxy is an explicitly selected simulation approximation.,0,0,0,[],PENDING_EXTERNAL_VLLM,Whole-model pinned-vLLM results are owned by the external session and were not supplied to this AIC-only run.,,,,,131072,256,1,,12.5,0,0,1,1,1,decode_results[].candidates[],False,152,17.90553214285713
decode,ep16_r1,16,1,16,mtp_off,PASS_WITH_PROXY,PROXY,,,,100.45410222250437,,,,,,100.45410222250437,,,"{""decode_generation"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""end_to_end"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""first_decode_step"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""itl_p50"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""prefill"": ""Decode candidates intentionally exclude prefill."", ""steady_decode_step_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""steady_decode_step_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""ttft"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it.""}",,DEFERRED_BY_OWNER,"The pinned Step4Pro source has no native MTP1 implementation; the task owner deferred MTP1 construction, measurement, and simulation.",0.0,9.954795054412159,9.954795054412159,0.0,0.6221746909007599,0.6221746909007599,211.06689453125,,0.068359375,,"{""scales_only"": ""The current AIC weight accounting includes FP8 scales in the weight total and does not expose them separately."", ""workspace_only"": ""The current AIC activation accounting includes the MoE workspace and does not expose it separately.""}",10.1611328125,0.0,3.5,224.79638671875,auto,bfloat16,2811232256.0,10880024576.0,10910433280.0,,PENDING_EXTERNAL_VLLM,The AIC-only simulation models the pinned vLLM page allocator but cannot read live CUDA allocation counters.,29.618505810016703,6.677907642447068,0.3696680552648235,63.26960888058704,8.726496428571416,9.179035714285721,0.5184118341883833,100.454102222504,power_law_1.2,,,,PENDING_EXTERNAL_VLLM,"Dummy-weight AIC simulation has no request-level router outputs. Histogram, load ratio, and padding require the external pinned vLLM runtime trace.",False,No automatic backend fallback exists. The DeepEP proxy is an explicitly selected simulation approximation.,0,0,0,[],PENDING_EXTERNAL_VLLM,Whole-model pinned-vLLM results are owned by the external session and were not supplied to this AIC-only run.,,,,,131072,256,1,,10.0,0,0,1,1,1,decode_results[].candidates[],False,152,17.90553214285713
